iso3,country,region,subregion,GDP_capita_PPP_1999,GDP_capita_PPP_2000,GDP_capita_PPP_2001,GDP_capita_PPP_2002,GDP_capita_PPP_2003,GDP_capita_PPP_2004,GDP_capita_PPP_2005,GDP_capita_PPP_2006,GDP_capita_PPP_2007,GDP_capita_PPP_2008,GDP_capita_PPP_2009,GDP_capita_PPP_2010,GDP_capita_PPP_2011,GDP_capita_PPP_2012,GDP_capita_PPP_2013,GDP_capita_PPP_2014,GDP_capita_PPP_2015,GDP_capita_PPP_2016,GDP_capita_PPP_2017,population_2017,u5mr_1999,u5mr_2000,u5mr_2001,u5mr_2002,u5mr_2003,u5mr_2004,u5mr_2005,u5mr_2006,u5mr_2007,u5mr_2008,u5mr_2009,u5mr_2010,u5mr_2011,u5mr_2012,u5mr_2013,u5mr_2014,u5mr_2015,u5mr_2016,u5mr_2017,basic_sanitation_2015,basic_water_2015,Fruit_2016,Vegetables_2016,Whole grain_2016,Calcium_2016,Processed meat_2016,Red meat_2016,Salt_2016,Saturated fat_2016,Sugar_sweetened_beverages_2016,Trans fat_2016,child_overweight_plan,fbdg,overweight_adults_adoles_plan,sugar_tax,sodium_plan,wasting_plan,country_class,gender_inequality_score_2017,gender_inequality_rank_2017,female_secondary_enroll_net_1999,female_secondary_enroll_net_2000,female_secondary_enroll_net_2001,female_secondary_enroll_net_2002,female_secondary_enroll_net_2003,female_secondary_enroll_net_2004,female_secondary_enroll_net_2005,female_secondary_enroll_net_2006,female_secondary_enroll_net_2007,female_secondary_enroll_net_2008,female_secondary_enroll_net_2009,female_secondary_enroll_net_2010,female_secondary_enroll_net_2011,female_secondary_enroll_net_2012,female_secondary_enroll_net_2013,female_secondary_enroll_net_2014,female_secondary_enroll_net_2015,female_secondary_enroll_net_2016,adult_fem_diabetes_track,adult_fem_obesity_track,adult_mal_diabetes_track,adult_mal_obesity_track,fruit_veg_availability_1999,fruit_veg_availability_2000,fruit_veg_availability_2001,fruit_veg_availability_2002,fruit_veg_availability_2003,fruit_veg_availability_2004,fruit_veg_availability_2005,fruit_veg_availability_2006,fruit_veg_availability_2007,fruit_veg_availability_2008,fruit_veg_availability_2009,fruit_veg_availability_2010,fruit_veg_availability_2011,fruit_veg_availability_2012,fruit_veg_availability_2013
ROU,Romania,Europe,Eastern Europe,10212.81,10470.97,11211.87,12010.99,12766.26,13912.39,14582.57,15850.91,17190.96,18923.63,17954.13,17553.28,17997.88,18302.03,19018.87,19677.52,20556,21670.7,23313.2,19679.31,23.1,21.9,21.1,20.6,20,19.3,18,16.2,14.4,13,12,11.5,11.3,11.1,10.6,10,9.2,8.5,7.8,24.73,12.22,93.64,395.78,19.58,1.00,5.39,49.79,4.62,0.07,89.17,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.31,68.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,83.78,82.90,80.87,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,589.48,547.13,588.88,576.33,713.58,731.35,703.89,701.13,570.14,644.84,655.26,674.80,710.06,642.56,699.61
RUS,Russian Federation,Europe,Eastern Europe,12719.89,14050.85,14829.08,15604.15,16818.74,18098.37,19325.94,20970.19,22798.97,24006,22121.85,23107.79,24310.04,25156.42,25551.09,25284.59,24516.55,24416.62,24765.95,143989.75,20.2,19.4,18.4,17.3,16.1,14.9,13.8,12.8,12,11.2,10.7,10.4,10.1,9.8,9.5,9.1,8.6,8,7.6,88.79,20.86,80.64,179.39,19.10,0.69,6.97,33.27,3.85,0.07,105.90,0.00,Yes,No,Yes,No,Yes,Yes,No data,0.26,53.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,311.89,341.37,354.24,376.68,393.45,424.80,455.30,478.01,475.47,466.63,459.14,467.41,487.52,495.84,507.36
RWA,Rwanda,Africa,Eastern Africa,773.35,792.92,828.84,915.45,920.07,973.12,1043.86,1113.57,1168.02,1263.51,1306.23,1365.17,1436.87,1521.63,1552.75,1629.87,1731.04,1790.25,1854.21,12208.41,190.2,181.4,168.5,153.9,138.9,123.9,110.2,98.3,88.1,79.2,71.3,64.4,57.5,52.2,48,44.7,42,39.8,37.9,62.35,56.71,222.41,82.74,33.22,0.34,0.47,4.41,2.61,0.05,83.74,0.00,No,No,No,No,No,Yes,experiencing two forms of malnutrition,0.38,84.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,29.80,29.90,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,1102.58,834.00,670.44,929.84,849.84,870.20,897.42,909.85,892.09,843.97,1002.21,941.68,987.52,1013.04,1008.69
SAU,Saudi Arabia,Asia,Western Asia,41721.73,43071.45,41472.85,39194.77,42344.41,44390.96,45538.5,45527.27,45130.14,46678.55,44481.47,45421.23,48524.63,49658.65,49537.59,49958.44,50723.71,50423.01,49045.41,32938.21,23.3,22,20.7,19.6,18.5,17.5,16.5,15.5,14.6,13.7,12.8,12,11.2,10.5,9.8,9.1,8.4,7.9,7.4,15.50,99.99,90.86,157.57,36.41,0.51,0.95,12.18,4.24,0.08,107.58,0.00,Yes,No,Yes,Yes,Yes,No,experiencing two forms of malnutrition,0.23,50.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,73.60,No data,No data,No data,83.53,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,511.80,497.30,525.13,546.74,548.96,548.47,559.63,541.29,521.16,477.95,453.46,481.04,493.74,529.05,539.48
SDN,Sudan,Africa,Northern Africa,2211.32,2286.66,2367.77,2449.98,2566.53,2593.43,2712.89,2907.36,3158.48,3317.86,3338.23,3366.1,3631.66,4097.07,4177.34,4188.33,4290.37,4386.35,4466.51,40533.33,108.1,104.8,101.5,98.1,94.8,91.7,88.8,86.1,83.5,81.1,78.9,76.8,74.8,72.9,71,69.1,67.1,65.2,63.2,34.59,58.93,58.27,117.06,51.05,0.28,0.52,8.04,4.23,0.07,96.75,0.00,Yes,No,Yes,No,No,Yes,experiencing three forms of malnutrition,0.56,137.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,223.57,236.16,251.03,275.45,321.96,358.97,354.78,345.45,338.61,324.95,325.32,320.64,332.53,445.26,446.02
SEN,Senegal,Africa,Western Africa,1897.24,1910.54,1948.68,1911.94,1987.32,2049.27,2107.68,2102.48,2147.44,2166.24,2157.4,2184,2158.18,2187.18,2195.96,2218.55,2293.85,2379.45,2470.58,15850.57,136.6,131.7,125.1,117.3,109.2,101.3,94,87.2,81.1,75.7,70.9,66.5,62.6,59,55.6,52.6,49.8,47.5,45.4,24.25,75.19,21.44,107.86,24.21,0.26,1.00,7.53,2.70,0.10,93.34,0.00,Yes,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.52,122.00,No data,No data,No data,No data,No data,12.43,16.85,17.84,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,171.09,160.13,165.93,179.53,214.09,191.88,185.15,196.00,204.72,217.34,214.87,219.60,204.91,217.21,208.34
SGP,Singapore,Asia,South-eastern Asia,48311.29,51706.43,49851.08,51478.69,54560.54,59027.01,61973.69,65386.14,68432.69,66046.15,63697.29,72115.84,75113.2,76285.57,78896.61,80903.53,81741.1,82621.5,85535.38,5708.84,4.1,3.9,3.6,3.4,3.2,3,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.8,0.00,0.00,136.92,217.29,24.48,0.67,2.35,38.09,5.50,0.08,29.94,0.00,Yes,No,Yes,No,No,No,experiencing one form of malnutrition,0.07,12.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,On course,No progress or worsening,On course,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
SLB,Solomon Islands,Oceania,Melanesia,2177.5,1816.73,1627.44,1540.4,1598.28,1634.3,1680.51,1754.18,1838.59,1924,1791.83,1871.37,2071.89,2119.47,2137,2139.56,2149.22,2179.23,2205.92,611.34,30.8,30.3,29.9,29.5,29.2,29,28.6,28.2,27.7,27.1,26.4,25.7,24.9,24.1,23.4,22.6,21.9,21.2,20.6,31.27,64.03,70.45,29.76,18.24,0.28,0.46,8.76,2.59,0.18,82.43,0.00,Yes,No,No,No,No,Yes,experiencing three forms of malnutrition,No data,No data,20.47,16.80,20.11,25.87,No data,No data,No data,30.73,28.88,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,134.55,154.22,161.28,166.70,171.04,174.86,180.51,203.13,209.65,210.26,211.98,201.74,193.99,177.47,178.61
SLE,Sierra Leone,Africa,Western Africa,880.2,912.74,823.29,994.99,1036.97,1056.58,1061.51,1070.35,1124.54,1156.42,1165.89,1199.99,1246.25,1402.7,1655.12,1692.14,1314.27,1363.86,1390.3,7557.21,238.1,233.1,227.7,222,216,209.8,203.2,196.1,188.6,180.5,171.9,163.2,154.3,145.6,137.3,129.4,122.2,115.9,110.5,14.54,58.09,56.70,109.25,25.54,0.17,0.65,3.02,2.69,0.11,67.40,0.00,No,Yes,Yes,No,No,Yes,experiencing three forms of malnutrition,0.65,148.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,30.65,No data,30.41,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,223.28,215.16,231.56,228.94,230.49,235.86,233.54,229.43,232.70,235.67,236.27,263.48,256.41,260.33,259.73
SLV,El Salvador,Latin America and the Caribbean,Central America,5634.01,5656.24,5668.83,5725.16,5784.18,5807.27,5936.62,6166.3,6253.15,6358.13,6198.3,6300.78,6511.44,6663.81,6789.86,6890.72,7019.59,7164.14,7292.46,6377.85,34.8,32.9,31.1,29.4,27.9,26.4,25,23.7,22.5,21.4,20.3,19.4,18.4,17.6,16.9,16.2,15.5,15,14.5,91.13,93.01,96.66,113.73,171.03,0.44,1.03,10.10,3.59,0.07,304.13,0.01,Yes,Yes,Yes,No,Yes,No,experiencing two forms of malnutrition,0.39,90.00,No data,47.62,49.38,53.08,No data,No data,57.98,57.21,57.34,58.07,59.57,61.95,64.03,65.96,67.98,67.78,66.43,65.11,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,217.65,287.16,298.37,322.70,322.82,336.11,390.99,413.98,429.08,448.90,380.49,308.49,309.81,343.66,317.97
SMR,San Marino,Europe,Southern Europe,74921.51,75678.5,78890.04,78148.9,80118.53,82713.83,83600.05,85726.8,90727.21,91087.92,78444.73,73862.34,66053.11,60282.54,57750.46,56620.54,56372.36,56500.47,56861.47,33.4,6.3,5.9,5.6,5.2,4.9,4.7,4.4,4.1,3.9,3.7,3.5,3.3,3.1,2.9,2.7,2.6,2.5,2.3,2.2,22.13,0.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,Yes,No,Yes,No,Yes,No,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No Data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
SOM,Somalia,Africa,Eastern Africa,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,14742.52,173.3,173.3,173.3,173.3,173.3,173.3,173.2,172.6,170.5,167,163.1,158.6,153.5,148.9,144.1,139.8,135.6,131.5,127.2,2.11,40.00,29.56,31.71,26.41,0.17,0.28,4.93,2.59,0.07,99.87,0.00,No,No,No,No,No,No,experiencing three forms of malnutrition,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
SRB,Serbia,Europe,Southern Europe,7386.25,7984.84,8397.92,9003.8,9421.37,10297.68,10900.91,11480.58,12206.04,12915.97,12563.79,12688.12,12967.92,12898.7,13294.96,13112.91,13277.8,13720.89,14048.88,8790.57,13.2,12.6,12.1,11.5,10.6,9.7,8.9,8.4,8.1,7.9,7.8,7.6,7.4,7.1,6.9,6.6,6.3,6,5.7,70.62,3.04,97.84,202.41,20.32,0.61,1.87,30.16,4.62,0.08,96.96,0.00,Yes,No,Yes,No,Yes,No,experiencing two forms of malnutrition,0.18,40.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,90.76,91.42,91.05,93.58,94.25,94.32,93.23,94.58,93.90,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,611.95,580.12,645.80,664.18,507.52,558.89,421.00,593.92
SSD,South Sudan,Africa,Eastern Africa,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,3373.96,1550.27,1940.43,1935.88,1875.38,1569.89,No data,12575.71,192.1,182.9,173.4,164.4,155.7,147.5,139.7,132.5,125.7,119.2,112.9,107.1,102.1,98.6,96.9,96.4,96.4,96.4,96.4,10.35,50.41,58.52,67.68,21.42,0.30,0.70,9.25,2.60,0.07,96.44,0.00,No,No,No,No,No,No,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,3.83,No data,No data,No data,4.03,No data,No data,No data,No Data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
STP,Sao Tome and Principe,Africa,Middle Africa,No data,No data,2017.58,2018.96,2101.17,2130.05,2227.49,2374.13,2394.66,2531.53,2533.75,2641.51,2695.63,2718.16,2785.73,2902.69,2947.51,3003.77,3052.71,204.33,89.7,85,80.1,75.3,70.6,66.2,62,58.2,54.6,51.3,48.3,45.5,42.9,40.5,38.5,36.7,35.1,33.7,32.4,40.10,79.70,57.62,78.71,23.37,0.29,0.93,9.92,2.70,0.08,97.46,0.00,Yes,No,Yes,No,No,Yes,experiencing two forms of malnutrition,0.54,129.00,No data,No data,No data,No data,30.31,26.29,32.01,No data,34.03,33.03,35.00,35.95,49.52,No data,56.70,63.62,68.29,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,557.66,566.59,571.98,600.23,569.44,567.04,611.43,642.47,651.87,649.92,680.69,658.82,595.03,591.23,653.01
SUR,Suriname,Latin America and the Caribbean,South America,9850.07,9731.06,10060.19,10377.55,10882.13,11761.78,12168.33,12501.53,13001.38,13397.02,13655.74,14211.88,14887.94,15132.25,15419.31,15306.69,14766.8,13877.99,13767.12,563.4,35.7,34.5,33.3,32.2,31.1,30,29,28,27.1,26.2,25.4,24.6,23.8,23,22.2,21.6,20.9,20.2,19.6,79.22,94.68,126.96,103.06,88.88,0.34,1.46,14.25,3.09,0.06,190.25,0.00,Yes,No,Yes,No,Yes,No,experiencing two forms of malnutrition,0.44,98.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,50.17,56.04,56.96,58.09,60.67,61.16,64.72,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,387.32,361.50,390.71,314.19,320.62,387.11,388.55,368.40,380.06,349.63,364.57,423.60,400.05,403.02,475.89
SVK,Slovakia,Europe,Eastern Europe,15397.75,15605.2,16152.27,16888.94,17815.83,18756.55,20020.84,21712.18,24049.98,25382.17,23973.84,25159.08,25835,26218.47,26580.72,27285.28,28308.88,29212.38,30155.15,5447.66,10.2,9.8,9.4,9.1,8.8,8.5,8.2,7.9,7.7,7.4,7.2,7,6.8,6.6,6.4,6.2,6,5.8,5.6,17.23,4.51,94.16,197.04,18.75,0.53,5.51,46.56,4.61,0.09,111.05,0.01,Yes,No,Yes,No,No,No,No data,0.18,39.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,462.98,406.59,357.46,341.45,364.15,362.48,372.18,393.16,415.77,448.17,446.25,428.43,430.20,315.48,324.69
SVN,Slovenia,Europe,Southern Europe,21881.44,22723.33,23356.71,24222.71,24896.12,25962.91,26955.48,28389.34,30190.72,31137.78,28451.55,28678.37,28804.7,27976.92,27622.69,28417.66,29037.74,29930.04,31400.84,2079.98,5.9,5.5,5.3,5,4.7,4.5,4.3,4,3.8,3.6,3.4,3.2,3,2.9,2.7,2.5,2.4,2.3,2.1,23.38,1.49,136.74,140.31,18.64,0.82,6.39,45.33,4.63,0.10,91.38,0.01,Yes,Yes,Yes,No,No,No,No data,0.05,7.00,91.59,93.02,93.17,93.17,93.36,92.41,92.14,91.98,93.35,93.41,93.85,94.19,94.09,94.17,95.15,94.69,96.41,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,597.56,638.40,509.64,610.60,597.97,677.42,655.66,597.97,555.67,566.57,602.04,540.26,551.52,507.82,541.62
SWE,Sweden,Europe,Northern Europe,35245.14,36854.87,37330.7,37980.98,38742.68,40257.92,41227.31,42918.01,44051.47,43466.14,40862.97,42942.56,43755.06,43308.21,43475.8,44167.63,45679.28,46568.18,46949.28,9910.7,4.1,4.1,4.1,4,3.9,3.7,3.6,3.4,3.3,3.2,3.1,3,3,3,2.9,2.9,2.9,2.9,2.8,6.99,2.05,132.87,118.90,43.71,0.99,15.10,46.85,4.69,0.11,105.89,0.00,Yes,Yes,Yes,No,No,No,No data,0.04,3.00,97.88,97.32,95.83,97.80,98.60,100.00,100.00,99.72,98.44,97.17,95.08,93.09,91.63,92.53,94.29,96.51,99.46,No data,On course,No progress or worsening,On course,No progress or worsening,474.96,471.52,484.66,509.11,530.63,542.61,531.04,549.09,557.38,610.76,573.69,568.43,577.75,591.56,600.95
SWZ,Eswatini,Africa,Southern Africa,5825.19,5839.27,5837.84,6048.42,6245.78,6426.84,6745.72,7056.51,7253.49,7183.96,7161.81,7296.51,7324,7528.84,7865.44,7870.97,7758.5,7723.64,7738.97,1367.25,120.9,126.1,129.6,131.6,132.4,131.4,129,119.9,113.4,108.7,102.1,92.9,81.4,70.1,65.7,62.2,57.8,56.3,53.9,58.03,67.63,95.45,39.29,20.24,0.28,1.42,18.09,3.12,0.07,106.80,0.00,Yes,No,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.57,139.00,35.16,32.56,30.79,33.51,32.43,35.21,35.14,32.33,27.00,No data,35.82,36.82,37.32,38.12,37.63,39.80,41.39,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,139.04,167.68,222.82,277.59,246.24,287.50,296.49,243.79,229.97,242.55,248.08,262.68,266.18,280.73,299.22
SYC,Seychelles,Africa,Eastern Africa,18340.83,18453.11,18018.24,17687.64,16835.77,16416.56,17812.28,19086.45,20968.22,20064.3,19764.81,20365.12,22556.58,22618.01,23540.38,24221.14,24856.56,25630.71,26382.29,94.74,13.6,13.6,13.7,13.7,13.8,13.9,14,14.1,14.1,14.2,14.2,14.2,14.3,14.4,14.4,14.5,14.5,14.4,14.2,100.00,96.25,124.88,179.22,25.53,0.39,1.49,19.25,2.51,0.10,98.43,0.00,Yes,Yes,Yes,No,Yes,No,experiencing two forms of malnutrition,No data,No data,68.94,68.48,74.80,73.28,77.74,78.67,84.58,No data,83.09,81.25,80.47,77.00,43.51,No data,81.64,82.56,89.87,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
SYR,Syrian Arab Republic,Asia,Western Asia,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,18269.87,24.5,23.4,22.4,21.4,20.5,19.6,18.8,18,17.2,16.6,16.2,16,16.2,17.7,17.6,17.5,17.2,17.5,17,92.95,96.74,72.03,145.82,47.28,0.47,0.52,9.32,4.22,0.07,109.52,0.00,No,No,No,No,No,Yes,experiencing three forms of malnutrition,0.55,134.00,36.98,37.84,39.05,39.29,55.82,59.36,62.77,62.91,65.21,66.18,66.57,67.10,68.74,70.64,45.28,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
TCD,Chad,Africa,Middle Africa,1039.47,993.18,1067.95,1115.04,1231.12,1584.67,1793.41,1743.62,1741.49,1736.92,1752.12,1925.2,1863.85,1962.88,2007.08,2076.65,2067.1,1878.38,1768.15,14899.99,189.8,186.5,183.3,180,176.5,173.2,169.7,166.2,162.3,158.4,154.4,150.2,146.1,142.2,138.4,134.7,130.8,126.9,123.2,9.55,42.54,15.09,19.90,24.42,0.25,0.93,11.37,2.70,0.07,85.45,0.00,No,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.71,155.00,3.22,3.49,4.26,5.08,5.26,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,60.50,57.96,58.61,58.38,57.16,56.28,55.54,61.77,50.87,50.63,48.26,45.42,45.53,45.53,44.48
TGO,Togo,Africa,Western Africa,1325.66,1276.99,1221.47,1178.01,1204.28,1197.98,1180.42,1195.74,1190.58,1184.6,1193.51,1208.28,1233.83,1259.33,1275.2,1315.34,1351.05,1388.5,1429.81,7797.69,123.9,120.6,117.3,114.1,110.8,107.7,104.6,101.7,98.7,95.9,93.1,90.4,87.7,85.1,82.6,80.1,77.7,75.3,72.9,13.95,62.82,14.74,56.36,29.93,0.19,0.61,4.72,2.70,0.08,95.38,0.00,Yes,No,Yes,No,No,Yes,experiencing three forms of malnutrition,0.57,138.00,12.27,15.27,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,106.74,106.99,105.50,109.71,114.04,117.47,99.77,103.36,108.29,102.82,99.47,98.95,98.98,97.48,102.22
THA,Thailand,Asia,South-eastern Asia,8889.06,9189.06,9418,9914.43,10547.9,11134.14,11525.38,12024.67,12607.08,12757.16,12605.37,13486.56,13535.13,14448.31,14771.47,14857.2,15252.23,15705.81,16277.67,69037.51,23,21.8,20.8,19.7,18.8,17.9,17,16.2,15.4,14.7,14,13.3,12.7,12.1,11.5,11,10.4,10,9.5,95.01,98.23,174.94,92.43,42.85,0.27,0.49,16.57,2.90,0.06,112.14,0.00,Yes,Yes,Yes,Yes,Yes,No,experiencing two forms of malnutrition,0.39,92.00,No data,No data,No data,No data,No data,No data,No data,72.82,77.49,78.74,81.62,81.22,83.88,79.26,No data,82.43,77.49,No data,No progress or worsening,No progress or worsening,No progress or worsening,No data,426.30,504.13,495.43,511.64,466.48,447.36,452.21,466.90,508.75,445.00,427.42,428.64,426.03,447.23,423.77
TJK,Tajikistan,Asia,Central Asia,1107.5,1179.87,1277.42,1388.92,1511.41,1633.32,1706.82,1788.11,1886.67,1991.89,2022.46,2106.34,2211.75,2324.37,2440.59,2546.5,2640.59,2762.59,2896.91,8921.34,94.3,87.6,80.9,74.2,68.1,62.5,57.7,53.6,50.2,47.3,44.8,42.8,41,39.5,38.2,37,35.8,34.6,33.6,95.49,26.74,35.10,270.50,24.74,0.30,0.77,10.01,4.79,0.09,101.70,0.00,Yes,No,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.32,69.00,58.95,65.09,65.89,68.57,No data,72.20,72.36,72.97,74.41,76.48,77.11,77.36,78.18,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,244.51,222.76,242.90,253.23,264.62,316.02,326.58,363.29,330.80,388.56,443.99,446.57,504.80,536.55,559.45
TKM,Turkmenistan,Asia,Central Asia,5113.15,5333.09,5506.29,5465.46,5588.67,5808.66,6495.37,7124.61,7815.01,8844.63,9248.89,9942.43,11212.54,12235.37,13236.04,14332.37,14992.32,15648.37,16389.02,5758.08,82.8,80.7,78.4,76.2,74,71.9,69.7,67.6,65.6,63.6,61.4,59.4,57.5,55.8,54,52.2,50.5,48.8,47.3,96.57,8.31,91.63,315.28,19.92,0.59,5.90,48.70,4.79,0.11,77.62,0.00,No,No,No,No,Yes,No,experiencing two forms of malnutrition,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,330.25,394.74,355.14,466.31,515.06,530.93,569.44,577.16,616.13,558.43,573.59,581.82,571.37,569.92,563.95
TLS,Timor-Leste,Asia,South-eastern Asia,No data,3308.01,3527.79,3174.25,3015.84,4770.13,6293.55,8728.12,9039.19,9822.38,9109.76,8860.85,9717.15,9977.08,8672.5,6262.91,7398.84,7297,6570.1,1296.31,114,108.3,102.7,97.2,91.8,86.7,81.7,76.8,72.4,68.6,65.2,62.2,59.6,57.2,55.1,52.9,51.2,49.4,47.6,44.01,70.22,29.63,63.89,19.63,0.16,0.60,11.67,2.89,0.07,92.84,0.00,No,No,No,No,Yes,Yes,experiencing two forms of malnutrition,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,35.00,40.61,41.68,43.30,43.91,43.66,47.51,52.78,58.96,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,114.20,125.25,129.66,126.62,109.19,111.45,114.22,108.75,112.47,110.97,122.55,113.05,133.97,137.64,137.81
TON,Tonga,Oceania,Polynesia,4474.12,4601.74,4741.91,4875.7,4948.32,4900.63,4946.88,4875.43,4641.84,4755.61,4836.42,4984.19,5101.46,5128.53,4950.71,5031.63,5189.84,5327.27,5425.62,108.02,17.8,17.5,17.2,16.9,16.7,16.6,16.5,16.6,16.7,16.9,17.1,17.4,17.5,17.5,17.3,17.1,16.7,16.4,16,93.47,99.91,90.26,72.93,16.30,0.28,0.81,17.79,2.58,0.14,96.78,0.00,Yes,No,Yes,Yes,Yes,No,experiencing two forms of malnutrition,0.42,95.00,No data,No data,80.39,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,85.62,78.91,79.77,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
TTO,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,17184.49,18323.96,19021.85,20443.88,23283.02,25007.67,26429.35,29777.57,31047.53,31951.02,30403.81,31260.91,31012.72,31254.79,31405.45,31181.82,31524.59,29540.87,28763.07,1369.13,32.7,32.7,32.8,32.8,32.9,32.9,32.9,32.9,32.8,32.4,32,31.4,30.7,30,29.2,28.5,27.7,26.9,26.1,92.15,96.94,114.87,65.04,81.62,0.51,2.02,13.65,2.86,0.07,196.26,0.00,No,No,Yes,No,No,No,experiencing two forms of malnutrition,0.32,72.00,No data,No data,No data,No data,No data,75.16,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,254.53,264.95,276.50,270.83,298.26,266.03,299.87,300.10,289.55,289.88,284.29,290.24,410.02,426.91,409.37
